測定日時,測定項目,測定値,単位,エリア,ポイント,HOLD中,メンテナンス時期,校正時期,消耗品交換時期,オーバーホール時期,ローバッテリ,センサまたは変換器異常,通信不良または断線,グループ名,サブグループ名,メールアドレス,シリアルNo.,状態,希釈倍率,非表示
2026/07/20 21:10,保管タンク１,9998,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 21:10,保管タンク２,2398,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 21:10,保管タンク,18389,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 21:10,保管タンク,28215,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 21:10,保管タンク,43155,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 21:00,保管タンク１,10008,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 21:00,保管タンク２,2413,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 21:00,保管タンク,18419,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 21:00,保管タンク,28215,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 21:00,保管タンク,43122,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 20:50,保管タンク１,9695,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 20:50,保管タンク２,2410,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 20:50,保管タンク,18389,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 20:50,保管タンク,28184,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 20:50,保管タンク,43089,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 20:40,保管タンク１,9596,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 20:40,保管タンク２,2416,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 20:40,保管タンク,18419,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 20:40,保管タンク,28215,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 20:40,保管タンク,43078,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 20:30,保管タンク１,9612,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 20:30,保管タンク２,2422,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 20:30,保管タンク,18468,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 20:30,保管タンク,28215,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 20:30,保管タンク,43078,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 20:20,保管タンク１,9621,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 20:20,保管タンク２,2405,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 20:20,保管タンク,18444,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 20:20,保管タンク,28215,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 20:20,保管タンク,43144,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 20:10,保管タンク１,9618,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 20:10,保管タンク２,2417,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 20:10,保管タンク,18434,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 20:10,保管タンク,28215,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 20:10,保管タンク,43199,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 20:00,保管タンク１,9602,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 20:00,保管タンク２,2409,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 20:00,保管タンク,18454,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 20:00,保管タンク,28215,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 20:00,保管タンク,43144,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 19:50,保管タンク１,9548,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 19:50,保管タンク２,2423,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 19:50,保管タンク,18429,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 19:50,保管タンク,28215,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 19:50,保管タンク,43199,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 19:40,保管タンク１,9539,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 19:40,保管タンク２,2414,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 19:40,保管タンク,18454,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 19:40,保管タンク,28215,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 19:40,保管タンク,43232,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 19:30,保管タンク１,9473,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 19:30,保管タンク２,2406,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 19:30,保管タンク,18429,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 19:30,保管タンク,28246,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 19:30,保管タンク,43221,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 19:20,保管タンク１,9512,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 19:20,保管タンク２,2409,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 19:20,保管タンク,18449,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 19:20,保管タンク,28215,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 19:20,保管タンク,43243,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 19:10,保管タンク１,9522,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 19:10,保管タンク２,2414,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 19:10,保管タンク,18444,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 19:10,保管タンク,28246,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 19:10,保管タンク,43221,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 19:00,保管タンク１,9485,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 19:00,保管タンク２,2408,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 19:00,保管タンク,18473,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 19:00,保管タンク,28215,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 19:00,保管タンク,43166,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 18:50,保管タンク１,9483,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 18:50,保管タンク２,2393,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 18:50,保管タンク,18439,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 18:50,保管タンク,28318,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 18:50,保管タンク,43243,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 18:40,保管タンク１,9455,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 18:40,保管タンク２,2423,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 18:40,保管タンク,18483,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 18:40,保管タンク,28318,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 18:40,保管タンク,43309,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 18:30,保管タンク１,9393,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 18:30,保管タンク２,2426,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 18:30,保管タンク,18483,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 18:30,保管タンク,28318,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 18:30,保管タンク,43243,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 18:20,保管タンク１,8988,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 18:20,保管タンク２,2430,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 18:20,保管タンク,18478,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 18:20,保管タンク,28318,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 18:20,保管タンク,43276,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 18:10,保管タンク１,8987,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 18:10,保管タンク２,2416,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 18:10,保管タンク,18503,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 18:10,保管タンク,28318,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 18:10,保管タンク,43188,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 18:00,保管タンク１,8970,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 18:00,保管タンク２,2408,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 18:00,保管タンク,18473,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 18:00,保管タンク,28349,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 18:00,保管タンク,43243,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 17:50,保管タンク１,9020,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 17:50,保管タンク２,2439,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 17:50,保管タンク,18503,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 17:50,保管タンク,28318,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 17:50,保管タンク,43353,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 17:40,保管タンク１,8973,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 17:40,保管タンク２,2431,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 17:40,保管タンク,18533,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 17:40,保管タンク,28432,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 17:40,保管タンク,43342,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 17:30,保管タンク１,9018,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 17:30,保管タンク２,2451,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 17:30,保管タンク,18548,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 17:30,保管タンク,28318,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 17:30,保管タンク,43419,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 17:20,保管タンク１,9018,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 17:20,保管タンク２,2455,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 17:20,保管タンク,18558,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 17:20,保管タンク,28390,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 17:20,保管タンク,43386,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 17:10,保管タンク１,9005,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 17:10,保管タンク２,2456,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 17:10,保管タンク,18558,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 17:10,保管タンク,28421,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 17:10,保管タンク,43342,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 17:00,保管タンク１,8982,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 17:00,保管タンク２,2466,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 17:00,保管タンク,18577,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 17:00,保管タンク,28339,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 17:00,保管タンク,43408,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 16:50,保管タンク１,8978,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 16:50,保管タンク２,2468,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 16:50,保管タンク,18582,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 16:50,保管タンク,28380,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 16:50,保管タンク,43430,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 16:40,保管タンク１,8912,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 16:40,保管タンク２,2459,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 16:40,保管タンク,18577,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 16:40,保管タンク,28432,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 16:40,保管タンク,43441,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 16:30,保管タンク１,8846,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 16:30,保管タンク２,2435,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 16:30,保管タンク,18572,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 16:30,保管タンク,28380,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 16:30,保管タンク,43408,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 16:20,保管タンク１,8588,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 16:20,保管タンク２,2458,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 16:20,保管タンク,18558,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 16:20,保管タンク,28432,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 16:20,保管タンク,43386,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 16:10,保管タンク１,8336,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 16:10,保管タンク２,2459,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 16:10,保管タンク,18538,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 16:10,保管タンク,28411,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 16:10,保管タンク,43452,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 16:00,保管タンク１,8354,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 16:00,保管タンク２,2465,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 16:00,保管タンク,18528,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 16:00,保管タンク,28535,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 16:00,保管タンク,43496,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 15:50,保管タンク１,8411,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 15:50,保管タンク２,2485,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 15:50,保管タンク,18538,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 15:50,保管タンク,28524,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 15:50,保管タンク,43452,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 15:40,保管タンク１,8447,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 15:40,保管タンク２,2494,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 15:40,保管タンク,18503,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 15:40,保管タンク,28535,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/20 15:40,保管タンク,43474,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/20 15:30,保管タンク１,8343,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 15:30,保管タンク２,2498,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/20 15:30,保管タンク,18548,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/20 15:30,保管タンク,28535,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
